id,texto,sentimiento,fuente,version
145,"En general, me sirvio para resolver la solicitud",positivo,augmented,v2_augmented
146,"En general, fue mejor que la opcion anterior",positivo,augmented,v2_augmented
147,"En general, la explicacion quedo entendible",positivo,augmented,v2_augmented
148,"En general, el pedido se manejo con cuidado",positivo,augmented,v2_augmented
149,"En general, la herramienta respondio sin fallar",positivo,augmented,v2_augmented
150,"En general, la experiencia cerro de forma positiva",positivo,augmented,v2_augmented
151,"Bueno, no estuvo mal y termino ayudando",positivo,augmented,v2_augmented
152,"Bueno, tuvo una demora pequena pero salio bien",positivo,augmented,v2_augmented
153,"Bueno, resolvio lo principal sin tanta vuelta",positivo,augmented,v2_augmented
154,"Bueno, me dejo una impresion bastante buena",positivo,augmented,v2_augmented
155,"Bueno, funciono mejor de lo que esperaba",positivo,augmented,v2_augmented
156,"Bueno, fue claro cuando mas lo necesitaba",positivo,augmented,v2_augmented
157,"Bueno, avanzo lento al inicio pero cerro bien",positivo,augmented,v2_augmented
158,"Bueno, me permitio completar la tarea sin problema",positivo,augmented,v2_augmented
159,"Bueno, la respuesta fue corta pero util",positivo,augmented,v2_augmented
160,"Bueno, el resultado quedo correcto",positivo,augmented,v2_augmented
161,"Bueno, la guia aclaro casi todas mis dudas",positivo,augmented,v2_augmented
162,"Bueno, la plataforma respondio de forma estable",positivo,augmented,v2_augmented
163,"Bueno, el pedido llego completo y cuidado",positivo,augmented,v2_augmented
164,"Bueno, el soporte entendio la situacion",positivo,augmented,v2_augmented
165,"Bueno, la gestion fue simple y ordenada",positivo,augmented,v2_augmented
166,"Bueno, el proceso se sintio confiable",positivo,augmented,v2_augmented
167,"Bueno, la informacion fue suficiente para decidir",positivo,augmented,v2_augmented
168,"Bueno, la compra fue tranquila hasta el cierre",positivo,augmented,v2_augmented
169,"Bueno, el producto cumplio con lo necesario",positivo,augmented,v2_augmented
170,"Bueno, la entrega estuvo dentro de lo esperado",positivo,augmented,v2_augmented
171,"Bueno, la atencion fue amable sin exagerar",positivo,augmented,v2_augmented
172,"Bueno, el sistema guardo todo correctamente",positivo,augmented,v2_augmented
173,"Bueno, la solucion fue sencilla y efectiva",positivo,augmented,v2_augmented
174,"Bueno, el panel facilito revisar el avance",positivo,augmented,v2_augmented
175,"Bueno, el seguimiento llego a tiempo",positivo,augmented,v2_augmented
176,"Bueno, la experiencia resulto comoda",positivo,augmented,v2_augmented
177,"Bueno, la respuesta aclaro el punto clave",positivo,augmented,v2_augmented
178,"Bueno, el tramite quedo resuelto",positivo,augmented,v2_augmented
179,"Bueno, el servicio mantuvo buen ritmo",positivo,augmented,v2_augmented
180,"Bueno, la herramienta simplifico el trabajo",positivo,augmented,v2_augmented
181,"Bueno, el mensaje de confirmacion fue suficiente",positivo,augmented,v2_augmented
182,"Bueno, la revision ayudo a corregir la duda",positivo,augmented,v2_augmented
183,"Bueno, el flujo fue facil de seguir",positivo,augmented,v2_augmented
184,"Bueno, el cambio solicitado quedo aplicado",positivo,augmented,v2_augmented
185,"Bueno, la comunicacion fue adecuada",positivo,augmented,v2_augmented
186,"Bueno, el resultado fue util para continuar",positivo,augmented,v2_augmented
187,"Bueno, la plataforma permitio terminar rapido",positivo,augmented,v2_augmented
188,"Bueno, el producto funciono desde el primer uso",positivo,augmented,v2_augmented
189,"Bueno, la asesoria fue practica",positivo,augmented,v2_augmented
190,"Bueno, el estado se actualizo correctamente",positivo,augmented,v2_augmented
191,"Bueno, no me disgusto el resultado final",positivo,augmented,v2_augmented
192,"Bueno, no tuve inconvenientes importantes",positivo,augmented,v2_augmented
193,"Bueno, pudo mejorar detalles pero cumplio",positivo,augmented,v2_augmented
194,"Bueno, la espera valio la pena",positivo,augmented,v2_augmented
195,"Bueno, me sirvio para resolver la solicitud",positivo,augmented,v2_augmented
196,"Bueno, fue mejor que la opcion anterior",positivo,augmented,v2_augmented
197,"Bueno, la explicacion quedo entendible",positivo,augmented,v2_augmented
198,"Bueno, el pedido se manejo con cuidado",positivo,augmented,v2_augmented
199,"Bueno, la herramienta respondio sin fallar",positivo,augmented,v2_augmented
200,"Bueno, la experiencia cerro de forma positiva",positivo,augmented,v2_augmented
201,"Al final, no estuvo mal y termino ayudando",positivo,augmented,v2_augmented
202,"Al final, tuvo una demora pequena pero salio bien",positivo,augmented,v2_augmented
203,"Al final, resolvio lo principal sin tanta vuelta",positivo,augmented,v2_augmented
204,"Al final, me dejo una impresion bastante buena",positivo,augmented,v2_augmented
205,"Al final, funciono mejor de lo que esperaba",positivo,augmented,v2_augmented
206,"Al final, fue claro cuando mas lo necesitaba",positivo,augmented,v2_augmented
207,"Al final, avanzo lento al inicio pero cerro bien",positivo,augmented,v2_augmented
208,"Al final, me permitio completar la tarea sin problema",positivo,augmented,v2_augmented
209,"Al final, la respuesta fue corta pero util",positivo,augmented,v2_augmented
210,"Al final, el resultado quedo correcto",positivo,augmented,v2_augmented
211,"Al final, la guia aclaro casi todas mis dudas",positivo,augmented,v2_augmented
212,"Al final, la plataforma respondio de forma estable",positivo,augmented,v2_augmented
213,"Al final, el pedido llego completo y cuidado",positivo,augmented,v2_augmented
214,"Al final, el soporte entendio la situacion",positivo,augmented,v2_augmented
215,"Al final, la gestion fue simple y ordenada",positivo,augmented,v2_augmented
216,"Al final, el proceso se sintio confiable",positivo,augmented,v2_augmented
217,"Al final, la informacion fue suficiente para decidir",positivo,augmented,v2_augmented
218,"Al final, la compra fue tranquila hasta el cierre",positivo,augmented,v2_augmented
219,"Al final, el producto cumplio con lo necesario",positivo,augmented,v2_augmented
220,"Al final, la entrega estuvo dentro de lo esperado",positivo,augmented,v2_augmented
221,"Al final, la atencion fue amable sin exagerar",positivo,augmented,v2_augmented
222,"Al final, el sistema guardo todo correctamente",positivo,augmented,v2_augmented
223,"Al final, la solucion fue sencilla y efectiva",positivo,augmented,v2_augmented
224,"Al final, el panel facilito revisar el avance",positivo,augmented,v2_augmented
225,"Al final, el seguimiento llego a tiempo",positivo,augmented,v2_augmented
226,"Al final, la experiencia resulto comoda",positivo,augmented,v2_augmented
227,"Al final, la respuesta aclaro el punto clave",positivo,augmented,v2_augmented
228,"Al final, el tramite quedo resuelto",positivo,augmented,v2_augmented
229,"Al final, el servicio mantuvo buen ritmo",positivo,augmented,v2_augmented
230,"Al final, la herramienta simplifico el trabajo",positivo,augmented,v2_augmented
231,"Al final, el mensaje de confirmacion fue suficiente",positivo,augmented,v2_augmented
232,"Al final, la revision ayudo a corregir la duda",positivo,augmented,v2_augmented
233,"Al final, el flujo fue facil de seguir",positivo,augmented,v2_augmented
234,"Al final, el cambio solicitado quedo aplicado",positivo,augmented,v2_augmented
235,"Al final, la comunicacion fue adecuada",positivo,augmented,v2_augmented
236,"Al final, el resultado fue util para continuar",positivo,augmented,v2_augmented
237,"Al final, la plataforma permitio terminar rapido",positivo,augmented,v2_augmented
238,"Al final, el producto funciono desde el primer uso",positivo,augmented,v2_augmented
239,"Al final, la asesoria fue practica",positivo,augmented,v2_augmented
240,"Al final, el estado se actualizo correctamente",positivo,augmented,v2_augmented
241,"Al final, no me disgusto el resultado final",positivo,augmented,v2_augmented
242,"Al final, no tuve inconvenientes importantes",positivo,augmented,v2_augmented
243,"Al final, pudo mejorar detalles pero cumplio",positivo,augmented,v2_augmented
244,"Al final, la espera valio la pena",positivo,augmented,v2_augmented
245,"Al final, me sirvio para resolver la solicitud",positivo,augmented,v2_augmented
246,"Al final, fue mejor que la opcion anterior",positivo,augmented,v2_augmented
247,"Al final, la explicacion quedo entendible",positivo,augmented,v2_augmented
248,"Al final, el pedido se manejo con cuidado",positivo,augmented,v2_augmented
249,"Al final, la herramienta respondio sin fallar",positivo,augmented,v2_augmented
250,"Al final, la experiencia cerro de forma positiva",positivo,augmented,v2_augmented
251,"Por ahora, no estuvo mal y termino ayudando",positivo,augmented,v2_augmented
252,"Por ahora, tuvo una demora pequena pero salio bien",positivo,augmented,v2_augmented
253,"Por ahora, resolvio lo principal sin tanta vuelta",positivo,augmented,v2_augmented
254,"Por ahora, me dejo una impresion bastante buena",positivo,augmented,v2_augmented
255,"Por ahora, funciono mejor de lo que esperaba",positivo,augmented,v2_augmented
256,"Por ahora, fue claro cuando mas lo necesitaba",positivo,augmented,v2_augmented
257,"Por ahora, avanzo lento al inicio pero cerro bien",positivo,augmented,v2_augmented
258,"Por ahora, me permitio completar la tarea sin problema",positivo,augmented,v2_augmented
259,"Por ahora, la respuesta fue corta pero util",positivo,augmented,v2_augmented
260,"Por ahora, el resultado quedo correcto",positivo,augmented,v2_augmented
261,"Por ahora, la guia aclaro casi todas mis dudas",positivo,augmented,v2_augmented
262,"Por ahora, la plataforma respondio de forma estable",positivo,augmented,v2_augmented
263,"Por ahora, el pedido llego completo y cuidado",positivo,augmented,v2_augmented
264,"Por ahora, el soporte entendio la situacion",positivo,augmented,v2_augmented
265,"Por ahora, la gestion fue simple y ordenada",positivo,augmented,v2_augmented
266,"Por ahora, el proceso se sintio confiable",positivo,augmented,v2_augmented
267,"Por ahora, la informacion fue suficiente para decidir",positivo,augmented,v2_augmented
268,"Por ahora, la compra fue tranquila hasta el cierre",positivo,augmented,v2_augmented
269,"Por ahora, el producto cumplio con lo necesario",positivo,augmented,v2_augmented
270,"Por ahora, la entrega estuvo dentro de lo esperado",positivo,augmented,v2_augmented
271,"Por ahora, la atencion fue amable sin exagerar",positivo,augmented,v2_augmented
272,"Por ahora, el sistema guardo todo correctamente",positivo,augmented,v2_augmented
273,"Por ahora, la solucion fue sencilla y efectiva",positivo,augmented,v2_augmented
274,"Por ahora, el panel facilito revisar el avance",positivo,augmented,v2_augmented
275,"Por ahora, el seguimiento llego a tiempo",positivo,augmented,v2_augmented
276,"Por ahora, la experiencia resulto comoda",positivo,augmented,v2_augmented
277,"Por ahora, la respuesta aclaro el punto clave",positivo,augmented,v2_augmented
278,"Por ahora, el tramite quedo resuelto",positivo,augmented,v2_augmented
279,"Por ahora, el servicio mantuvo buen ritmo",positivo,augmented,v2_augmented
280,"Por ahora, la herramienta simplifico el trabajo",positivo,augmented,v2_augmented
281,"Por ahora, el mensaje de confirmacion fue suficiente",positivo,augmented,v2_augmented
282,"Por ahora, la revision ayudo a corregir la duda",positivo,augmented,v2_augmented
283,"Por ahora, el flujo fue facil de seguir",positivo,augmented,v2_augmented
284,"Por ahora, el cambio solicitado quedo aplicado",positivo,augmented,v2_augmented
285,"Por ahora, la comunicacion fue adecuada",positivo,augmented,v2_augmented
286,"Por ahora, el resultado fue util para continuar",positivo,augmented,v2_augmented
287,"Por ahora, la plataforma permitio terminar rapido",positivo,augmented,v2_augmented
288,"Por ahora, el producto funciono desde el primer uso",positivo,augmented,v2_augmented
289,"Por ahora, la asesoria fue practica",positivo,augmented,v2_augmented
290,"Por ahora, el estado se actualizo correctamente",positivo,augmented,v2_augmented
291,"Por ahora, no me disgusto el resultado final",positivo,augmented,v2_augmented
292,"Por ahora, no tuve inconvenientes importantes",positivo,augmented,v2_augmented
293,"Por ahora, pudo mejorar detalles pero cumplio",positivo,augmented,v2_augmented
294,"Por ahora, la espera valio la pena",positivo,augmented,v2_augmented
295,"Por ahora, me sirvio para resolver la solicitud",positivo,augmented,v2_augmented
296,"Por ahora, fue mejor que la opcion anterior",positivo,augmented,v2_augmented
297,"Por ahora, la explicacion quedo entendible",positivo,augmented,v2_augmented
298,"Por ahora, el pedido se manejo con cuidado",positivo,augmented,v2_augmented
299,"Por ahora, la herramienta respondio sin fallar",positivo,augmented,v2_augmented
300,"Por ahora, la experiencia cerro de forma positiva",positivo,augmented,v2_augmented
301,"Mmm, no estuvo mal y termino ayudando",positivo,augmented,v2_augmented
302,"Mmm, tuvo una demora pequena pero salio bien",positivo,augmented,v2_augmented
303,"Mmm, resolvio lo principal sin tanta vuelta",positivo,augmented,v2_augmented
304,"Mmm, me dejo una impresion bastante buena",positivo,augmented,v2_augmented
305,"Mmm, funciono mejor de lo que esperaba",positivo,augmented,v2_augmented
306,"Mmm, fue claro cuando mas lo necesitaba",positivo,augmented,v2_augmented
307,"Mmm, avanzo lento al inicio pero cerro bien",positivo,augmented,v2_augmented
308,"Mmm, me permitio completar la tarea sin problema",positivo,augmented,v2_augmented
309,"Mmm, la respuesta fue corta pero util",positivo,augmented,v2_augmented
310,"Mmm, el resultado quedo correcto",positivo,augmented,v2_augmented
311,"Mmm, la guia aclaro casi todas mis dudas",positivo,augmented,v2_augmented
312,"Mmm, la plataforma respondio de forma estable",positivo,augmented,v2_augmented
313,"Mmm, el pedido llego completo y cuidado",positivo,augmented,v2_augmented
314,"Mmm, el soporte entendio la situacion",positivo,augmented,v2_augmented
315,"Mmm, la gestion fue simple y ordenada",positivo,augmented,v2_augmented
316,"Mmm, el proceso se sintio confiable",positivo,augmented,v2_augmented
317,"Mmm, la informacion fue suficiente para decidir",positivo,augmented,v2_augmented
318,"Mmm, la compra fue tranquila hasta el cierre",positivo,augmented,v2_augmented
319,"Mmm, el producto cumplio con lo necesario",positivo,augmented,v2_augmented
320,"Mmm, la entrega estuvo dentro de lo esperado",positivo,augmented,v2_augmented
321,"Mmm, la atencion fue amable sin exagerar",positivo,augmented,v2_augmented
322,"Mmm, el sistema guardo todo correctamente",positivo,augmented,v2_augmented
323,"Mmm, la solucion fue sencilla y efectiva",positivo,augmented,v2_augmented
324,"Mmm, el panel facilito revisar el avance",positivo,augmented,v2_augmented
325,"Mmm, el seguimiento llego a tiempo",positivo,augmented,v2_augmented
326,"Mmm, la experiencia resulto comoda",positivo,augmented,v2_augmented
327,"Mmm, la respuesta aclaro el punto clave",positivo,augmented,v2_augmented
328,"Mmm, el tramite quedo resuelto",positivo,augmented,v2_augmented
329,"Mmm, el servicio mantuvo buen ritmo",positivo,augmented,v2_augmented
330,"Mmm, la herramienta simplifico el trabajo",positivo,augmented,v2_augmented
331,"Mmm, el mensaje de confirmacion fue suficiente",positivo,augmented,v2_augmented
332,"Mmm, la revision ayudo a corregir la duda",positivo,augmented,v2_augmented
333,"Mmm, el flujo fue facil de seguir",positivo,augmented,v2_augmented
334,"Mmm, el cambio solicitado quedo aplicado",positivo,augmented,v2_augmented
335,"Mmm, la comunicacion fue adecuada",positivo,augmented,v2_augmented
336,"Mmm, el resultado fue util para continuar",positivo,augmented,v2_augmented
337,"Mmm, la plataforma permitio terminar rapido",positivo,augmented,v2_augmented
338,"Mmm, el producto funciono desde el primer uso",positivo,augmented,v2_augmented
339,"Mmm, la asesoria fue practica",positivo,augmented,v2_augmented
340,"Mmm, el estado se actualizo correctamente",positivo,augmented,v2_augmented
341,"Mmm, no me disgusto el resultado final",positivo,augmented,v2_augmented
342,"Mmm, no tuve inconvenientes importantes",positivo,augmented,v2_augmented
343,"Mmm, pudo mejorar detalles pero cumplio",positivo,augmented,v2_augmented
344,"Mmm, la espera valio la pena",positivo,augmented,v2_augmented
345,"Mmm, me sirvio para resolver la solicitud",positivo,augmented,v2_augmented
346,"Mmm, fue mejor que la opcion anterior",positivo,augmented,v2_augmented
347,"Mmm, la explicacion quedo entendible",positivo,augmented,v2_augmented
348,"Mmm, el pedido se manejo con cuidado",positivo,augmented,v2_augmented
349,"Mmm, la herramienta respondio sin fallar",positivo,augmented,v2_augmented
350,"Mmm, la experiencia cerro de forma positiva",positivo,augmented,v2_augmented
351,"Despues de revisar, no estuvo mal y termino ayudando",positivo,augmented,v2_augmented
352,"Despues de revisar, tuvo una demora pequena pero salio bien",positivo,augmented,v2_augmented
353,"Despues de revisar, resolvio lo principal sin tanta vuelta",positivo,augmented,v2_augmented
354,"Despues de revisar, me dejo una impresion bastante buena",positivo,augmented,v2_augmented
355,"Despues de revisar, funciono mejor de lo que esperaba",positivo,augmented,v2_augmented
356,"Despues de revisar, fue claro cuando mas lo necesitaba",positivo,augmented,v2_augmented
357,"Despues de revisar, avanzo lento al inicio pero cerro bien",positivo,augmented,v2_augmented
358,"Despues de revisar, me permitio completar la tarea sin problema",positivo,augmented,v2_augmented
359,"Despues de revisar, la respuesta fue corta pero util",positivo,augmented,v2_augmented
360,"Despues de revisar, el resultado quedo correcto",positivo,augmented,v2_augmented
361,"Despues de revisar, la guia aclaro casi todas mis dudas",positivo,augmented,v2_augmented
362,"Despues de revisar, la plataforma respondio de forma estable",positivo,augmented,v2_augmented
363,"Despues de revisar, el pedido llego completo y cuidado",positivo,augmented,v2_augmented
364,"Despues de revisar, el soporte entendio la situacion",positivo,augmented,v2_augmented
365,"Despues de revisar, la gestion fue simple y ordenada",positivo,augmented,v2_augmented
366,"Despues de revisar, el proceso se sintio confiable",positivo,augmented,v2_augmented
367,"Despues de revisar, la informacion fue suficiente para decidir",positivo,augmented,v2_augmented
368,"Despues de revisar, la compra fue tranquila hasta el cierre",positivo,augmented,v2_augmented
369,"Despues de revisar, el producto cumplio con lo necesario",positivo,augmented,v2_augmented
370,"Despues de revisar, la entrega estuvo dentro de lo esperado",positivo,augmented,v2_augmented
371,"Despues de revisar, la atencion fue amable sin exagerar",positivo,augmented,v2_augmented
372,"Despues de revisar, el sistema guardo todo correctamente",positivo,augmented,v2_augmented
373,"Despues de revisar, la solucion fue sencilla y efectiva",positivo,augmented,v2_augmented
374,"Despues de revisar, el panel facilito revisar el avance",positivo,augmented,v2_augmented
375,"Despues de revisar, el seguimiento llego a tiempo",positivo,augmented,v2_augmented
376,"Despues de revisar, la experiencia resulto comoda",positivo,augmented,v2_augmented
377,"Despues de revisar, la respuesta aclaro el punto clave",positivo,augmented,v2_augmented
378,"Despues de revisar, el tramite quedo resuelto",positivo,augmented,v2_augmented
379,"Despues de revisar, el servicio mantuvo buen ritmo",positivo,augmented,v2_augmented
380,"Despues de revisar, la herramienta simplifico el trabajo",positivo,augmented,v2_augmented
381,"Despues de revisar, el mensaje de confirmacion fue suficiente",positivo,augmented,v2_augmented
